job_id,task_index,queue_delay,service_time,cpu_req,mem_req,priority,latency_ms,sample_order
6255705494,1,1.560184,-1220.464445,0.0125,0.0123,0,0.0,211
6256303344,742,-4970.708463,,0.0625,0.03107,4,0.0,212
6256549718,18,0.872018,,0.03125,0.009323,4,0.0,213
6257882958,60,40.691265,,0.0625,0.0318,4,0.0,214
6256434988,98,3.219842,564.044046,0.0125,0.0318,4,0.0,215
6254639538,1422,24.057462,-417.235786,0.0625,0.0318,1,0.0,216
6255494079,257,3.295737,,0.009369,0.0159,0,0.0,217
6257698892,86,29.513036,-3656.42595,0.0625,0.1113,4,0.0,218
6258325740,954,27.367902,-1439.75567,0.02499,0.03339,4,0.0,219
6259114625,0,-463.256756,,0.0125,0.004646,0,0.0,220
6258238161,14,2.047372,912.665913,0.02731,0.02704,4,0.0,221
6254984728,2166,730.987615,,0.0625,0.1228,2,0.0,222
6238340468,1460,216.231164,,0.0625,0.03961,0,0.0,223
6257438304,160,3.848623,,0.03284,0.002953,0,0.0,224
6255678539,0,3.633338,641.018302,0.04688,0.0636,9,0.0,225
5402488769,2260,6.047775,,0.0006247,0.003883,0,0.0,226
6257076546,147,2.830661,68.152588,0.009369,0.004005,0,0.0,227
6260152260,406,7.825381,-310.97618,0.006523,0.002487,4,0.0,228
6259311320,749,38.3745,74.685159,0.0625,0.0318,4,0.0,229
6256828882,42,2.988654,,0.02563,0.0575,0,0.0,230
6257018086,17,3.486534,212.423586,0.0125,0.002068,0,0.0,231
6255494079,1583,3.320144,,0.009369,0.0159,0,0.0,232
6256014611,3911,46.654767,,0.0125,0.02457,1,0.0,233
6255984207,20,0.917171,-161.156294,0.0125,0.004662,4,0.0,234
6258567817,686,43.640101,-1511.229003,0.02499,0.03339,4,0.0,235
5499403765,56,6.682128,,0.006248,0.0001554,0,0.0,236
6257028945,16,11.331451,272.865936,0.006248,0.001554,0,0.0,237
6260298560,384,67.161007,,0.0625,0.0318,4,0.0,238
6257019119,4,2.947728,,0.0125,0.004662,4,0.0,239
6255411069,2887,2110.005956,,0.0625,0.1228,2,0.0,240
6256394077,189,6.021459,,0.009079,0.04773,4,0.0,241
6259680424,211,6.236003,-204.465131,0.02499,0.03339,4,0.0,242
6257264867,1971,43.670124,,0.0625,0.0318,1,0.0,243
6256182916,97,1.887184,593.831762,0.0125,0.0139,0,0.0,244
6257436622,169,1.722469,166.540495,0.006248,0.004105,0,0.0,245
6258335080,37,2.155401,,0.0125,0.004662,4,0.0,246
6255359749,726,1.706267,268.541865,0.02499,0.02332,2,0.0,247
6255967760,353,3.524826,-3447.971724,0.05103,0.03918,4,0.0,248
6260390532,150,13.178133,,0.006248,0.007179,2,0.0,249
6257208694,231,910.68737,,0.0625,0.0318,0,0.0,250
6255636443,425,3.261639,-550.126523,0.02655,0.01865,4,0.0,251
6176871439,2139,2.140602,,0.01874,0.003887,1,0.0,252
6258179646,232,48.287939,,0.03125,0.06335,1,0.0,253
6255967760,5,3.514643,-3428.156519,0.05103,0.03918,4,0.0,254
6257607397,339,5.149141,288.017185,0.0625,0.03107,4,0.0,255
6260152260,402,7.825311,-284.934304,0.006523,0.002487,4,0.0,256
6255142351,784,1.603797,684.955726,0.02499,0.02545,2,0.0,257
6258764604,175,7.448363,311.827977,0.0125,0.00795,4,0.0,258
6256046102,15,20.401792,,0.0625,0.0318,1,0.0,259
6255735278,3570,-2129.26827,,0.0625,0.1228,4,0.0,260
6260366665,174,9.975845,,0.006248,0.007179,2,0.0,261
6258583547,92,3.851505,411.565673,0.0125,0.0125,0,0.0,262
6255494079,1506,3.318758,,0.009369,0.0159,0,0.0,263
6252901355,701,-1528.71819,-1177.585878,0.03748,0.03119,0,0.0,264
6257701434,17,35.750613,-2838.979687,0.0625,0.1113,4,0.0,265
6255944502,68,1.969165,434.477401,0.0125,0.01682,0,0.0,266
6255636443,365,3.260633,-555.186746,0.02655,0.01865,4,0.0,267
6259341259,9,6.676209,79.728548,0.0625,0.0318,4,0.0,268
6258180503,712,39.203058,348.621232,0.02499,0.03339,4,0.0,269
6255127415,688,2.609436,,0.0125,0.0318,0,0.0,270
6256933788,16,2.561244,116.012258,0.009369,0.01111,0,0.0,271
6257435501,926,33.795564,,0.0625,0.03107,4,0.0,272
6257640183,512,166.425418,100.022394,0.0625,0.0318,0,0.0,273
6257748110,9,-4587.859671,,0.1875,0.09937,1,0.0,274
6256339481,173,38.481304,,0.0625,0.0159,4,0.0,275
6255510692,180,2.828905,237.306639,0.09998,0.02069,2,0.0,276
6257062609,69,2.606457,,0.009369,0.004044,0,0.0,277
6255080239,907,38.329926,2090.551646,0.0625,0.0318,1,0.0,278
6256266263,21,1.730491,461.254345,0.006248,0.001554,0,0.0,279
6255636443,1266,3.276619,-564.421351,0.02655,0.01865,4,0.0,280
6255110117,315,3.449227,72.229261,0.05634,0.007767,0,0.0,281
6258695096,56,-2360.022588,,0.06873,0.07959,9,0.0,282
6258482791,94,46.677084,-866.071129,0.0625,0.0636,4,0.0,283
6256002424,20,0.839514,,0.04999,0.006104,8,0.0,284
6257669344,2742,6.473519,,0.0,0.003109,0,0.0,285
6259562382,836,11.987263,89.290978,0.0625,0.0318,4,0.0,286
6254927814,5,1.497802,175.976693,0.0006247,0.005486,0,0.0,287
6256916605,281,2.972282,-1435.825199,0.0125,0.0318,0,0.0,288
6260342039,761,29.753327,-188.498825,0.0625,0.0318,4,0.0,289
6254869357,9680,26.08042,1174.511973,0.03748,0.03979,2,0.0,290
6259129026,847,50.252306,-72.396414,0.04376,0.007767,4,0.0,291
6255670767,0,24.879583,199.259227,0.06873,0.09546,8,0.0,292
6256799628,90,2.246047,114.679875,0.009369,0.00885,0,0.0,293
6257281867,21,3.602314,124.972019,0.009369,0.01874,0,0.0,294
6258519507,894,30.63178,-1001.281935,0.02499,0.02545,4,0.0,295
6260387260,378,13.572623,,0.006248,0.007767,2,0.0,296
6259180411,26,2.728504,,0.0625,0.0159,4,0.0,297
6255518147,792,3.343945,-893.13754,0.009369,0.0159,0,0.0,298
6260662213,978,38.225194,,0.0625,0.0318,4,0.0,299
